id,name,brand,img_url,card_url,convenience,cafe,restaurant,oil,movie,mart,shopping,hospital,edu,tel,car,travel,transportation
2702,삼성 iD CLASSY 카드,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/2702/card_img/34202/2702card.png,https://card-gorilla.com/card/detail/2702,,"[커피전문점 할인] 커피전문점 20% 결제일 할인
서비스 안내
- 커피전문점 20% 결제일할인

대상점
적립 종류 할인 대상
커피전문점 스타벅스, 이디야커피, 투썸플레이스, 커피빈, 블루보틀

이용한도 및 조건
- 통합 월 할인한도 : 5,000원
- 전월 이용금액 30만원 이상 시 제공
- 발급월+1개월까지는 전월 이용금액 30만원 미만 시에도 제공

할인 제외 대상
- 무이자할부 이용금액
- 삼성카드 할인이 적용된 일시불 및 할부 이용금액
- 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금 납부건
- 부동산 임대료 납부건
- 유치원 납입금, 초/중/고등학교 학교납입금, 대학 등록금 납부건
- 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 앱 결제),고속도로 통행요금 납부건
- 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함)구매 및 충전, 상품권 구매건
- 문자알림서비스, 스마트오토서비스 이용금액
- 삼성카드와 구매캐시백 포인트 제공 계약을 체결한 일부 가맹점의약품/유류 구매한도 대금결제건

유의사항
- 오프라인 결제건에 한하며, 백화점, 할인점, 쇼핑몰 등의 임대매장은 제외(단, 스타벅스의 경우, 사이렌오더 결제건도 혜택 제공)
- 삼성카드의 다른 결제일할인 혜택과 중복 적용되지 않으며, 할인 혜택이 큰 금액만 적용
- 할인 혜택은 승인일 기준으로 적용
- 자체 가맹점번호로 승인 처리되는 일부 결제건(간편결제, 키오스크 등)은 할인 및 적립 대상에서 제외
- 전월 이용금액 기준 : 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드 대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음)
- 전월 이용금액 제외 대상
  * 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금 납부건
  * 아파트 관리비, 부동산 임대료 납부건
  * 유치원 납입금, 초/중/고등학교 학교납입금, 대학 등록금 납부건
  * 대중교통, 택시 이용금액
  * 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건
- 본인카드와 가족카드의 이용실적 및 할인한도는 합산하여 산정
- 전월 이용금액 산정은 승인일 기준으로 적용. 다만, 해외 결제건 및 무승인 결제건(예: 대중교통, 이동통신 등 정기결제건 등)은 매출전표 접수일 기준으로 적용
- 삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한함
- 삼성카드는 아래 항목을 공과금으로 분류함
  * 전기요금, 사회보험료(건강보험/국민연금/고용보험/산재보험), 우편요금, 도시가스요금, 여권 발급비용, 상하수도요금, 과태료, 범칙금, 벌금, 국가/공공기관/공공단체(지방자치단체, 공공조합, 영조물, 공재단)에서 개설한 가맹점 이용금액
- 결제취소 금액은 매출취소전표가 삼성카드에 접수된 달의 이용금액에서 차감
  * 혜택이 적용된 결제건이 취소될 경우, 할인, 포인트 적립 등의 횟수 및 한도는 매출취소전표가 접수된 이후에 복원
  * 포인트가 적립된 결제건이 취소될 경우, 해당 포인트는 보유 포인트에서 자동 차감되며, 포인트 부족 시 카드 결제계좌에서 자동 출금",,,"[영화 할인] 영화 5천원 결제일할인
서비스 안내
- 영화 티켓 건별 12,000원 이상 결제 시 5,000원 결제일 할인

대상점
구분 할인 대상
영화 CGV, 롯데시네마, 메가박스

이용한도 및 조건
- 통합 월 1회 제공
- 전월 이용금액 30만원 이상 시 제공
- 발급월+1개월까지는 전월 이용금액 30만원 미만 시에도 제공

할인 제외 대상
- 무이자할부 이용금액
- 삼성카드 할인이 적용된 일시불 및 할부 이용금액
- 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금 납부건
- 부동산 임대료 납부건
- 유치원 납입금, 초/중/고등학교 학교납입금, 대학 등록금 납부건
- 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 앱 결제),고속도로 통행요금 납부건
- 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함)구매 및 충전, 상품권 구매건
- 문자알림서비스, 스마트오토서비스 이용금액
- 삼성카드와 구매캐시백 포인트 제공 계약을 체결한 일부 가맹점의약품/유류 구매한도 대금결제건

유의사항
- 오프라인 결제 및 공식 홈페이지/앱을 통한 결제건에 한함
- 삼성카드의 다른 결제일할인 혜택과 중복 적용되지 않으며, 할인 혜택이 큰 금액만 적용
- 할인 혜택은 승인일 기준으로 적용
- 자체 가맹점번호로 승인 처리되는 일부 결제건(간편결제, 키오스크 등)은 할인 및 적립 대상에서 제외
- 전월 이용금액 기준 : 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드 대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음)
- 전월 이용금액 제외 대상
  * 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금 납부건
  * 아파트 관리비, 부동산 임대료 납부건
  * 유치원 납입금, 초/중/고등학교 학교납입금, 대학 등록금 납부건
  * 대중교통, 택시 이용금액
  * 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건
- 본인카드와 가족카드의 이용실적 및 할인한도는 합산하여 산정
- 전월 이용금액 산정은 승인일 기준으로 적용. 다만, 해외 결제건 및 무승인 결제건(예: 대중교통, 이동통신 등 정기결제건 등)은 매출전표 접수일 기준으로 적용
- 삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한함
- 삼성카드는 아래 항목을 공과금으로 분류함
  * 전기요금, 사회보험료(건강보험/국민연금/고용보험/산재보험), 우편요금, 도시가스요금, 여권 발급비용, 상하수도요금, 과태료, 범칙금, 벌금, 국가/공공기관/공공단체(지방자치단체, 공공조합, 영조물, 공재단)에서 개설한 가맹점 이용금액
- 결제취소 금액은 매출취소전표가 삼성카드에 접수된 달의 이용금액에서 차감
  * 혜택이 적용된 결제건이 취소될 경우, 할인, 포인트 적립 등의 횟수 및 한도는 매출취소전표가 접수된 이후에 복원
  * 포인트가 적립된 결제건이 취소될 경우, 해당 포인트는 보유 포인트에서 자동 차감되며, 포인트 부족 시 카드 결제계좌에서 자동 출금",,,,,,,,
2703,JADE Prime,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/2703/card_img/34566/2703_1card.png,https://card-gorilla.com/card/detail/2703,,,,"[주유/EV충전 적립] 주유(LPG) 리터당 150하나머니・EV충전 30% 하나머니 적립 제공
- 지난달 실적 50만원 이상, 월 적립 한도 1만 하나머니
영역 적립 대상 가맹점 적립율 적립 한도
주유(LPG 포함) SK에너지, GS칼텍스, S-Oil, HD현대오일뱅크, 알뜰주유소 리터당 150 하나머니 월 통합 1만 하나머니
EV충전 EV(전기차) 충전소 30%
- 주유(LPG포함) 이용금액은 SK에너지 고시 휘발유가 기준으로 주유 리터 환산하여 적립 제공
- EV(전기차) 충전 상세가맹점은 하나카드 홈페이지 공지사항(www.hanacard.co.kr)을 참고하시기 바랍니다.
- EV(전기차) 충전 가맹점 멤버십 가입 후 결제 카드로 등록 이용한 경우 또는 대상 충전 가맹점의 충전 기기 현장 결제 건에 한하여 서비스 제공
- EV(전기차) 충전 요금이 아파트 관리비, 오피스텔 관리비 등 다른 이용 건에 포함된 결제인 경우 서비스 제외됨",,,,,,,,,
121,다담카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/121/card_img/20353/121card.png,https://card-gorilla.com/card/detail/121,,,,"주유 기본 할인 서비스
- SK주유소(충전소) 리터당 60원 청구할인
- 월 20만원 이용금액까지 할인 제공
  * 기준유가: SK에너지 본사 고시 휘발유가
  * 경유, 등유, LPG는 휘발유가로 환산하여 할인율 적용

유의사항
- 기본 할인 서비스는 전월 이용실적 30만원 이상 시 제공됩니다.
  * 최초 카드 사용 등록일로부터 다음달 말일(실적 유예기간)까지 ‘KB국민 다담카드’ 실적이 없는 경우에도 기본 할인 서비스 제공","CGV/메가박스 온라인 영화예매시 승인건당 3,500원 청구 할인
- 일 2회, 월 4회, 연간 10회 제공

유의사항
- 기본 할인 서비스는 전월 이용실적 30만원 이상 시 제공됩니다.
  * 최초 카드 사용 등록일로부터 다음달 말일(실적 유예기간)까지 ‘KB국민 다담카드’ 실적이 없는 경우에도 기본 할인 서비스 제공",,,,,"이동통신 기본 할인 서비스
- 이동통신요금 자동납부 등록 시 10% 청구할인
  * 자동이체 등록분에 한하여 서비스 제공
  * 할인 대상 통신사: SKT, KT Olleh, LG U+
- 월 할인한도: 5,000원

유의사항
- 기본 할인 서비스는 전월 이용실적 30만원 이상 시 제공됩니다.
  * 최초 카드 사용 등록일로부터 다음달 말일(실적 유예기간)까지 ‘KB국민 다담카드’ 실적이 없는 경우에도 기본 할인 서비스 제공",,,"대중교통 기본 할인 서비스
- 버스, 지하철 10% 청구할인
- 월 할인한도: 5,000원
  * 시외버스, 고속버스는 제외
  * 버스/지하철 요금할인은 실제 카드 사용일이 아닌 이용대금 명세서상 기재된 이용일을 기준으로 제공

유의사항
- 기본 할인 서비스는 전월 이용실적 30만원 이상 시 제공됩니다.
  * 최초 카드 사용 등록일로부터 다음달 말일(실적 유예기간)까지 ‘KB국민 다담카드’ 실적이 없는 경우에도 기본 할인 서비스 제공"
2674,I-Mileage (대한항공),IBK기업은행,https://d1c5n4ri2guedi.cloudfront.net/card/2674/card_img/32666/2674card_2.png,https://card-gorilla.com/card/detail/2674,,"스타벅스 할인 서비스
- 1만원 이상 결제 시 4천원 청구할인 | 월 1회, 연 12회 제공
- 국내 스타벅스 매장에 한 해 적용
- 사이렌 오더 이용 시에도 할인 제공
- 1만원 미만 결제 시 할인 미제공
- 상품권 구매 및 충전, 백화점 / 대형할인점 / 아울렛 등 입점 매장은 할인 제외",,,,,,,,,,,
583,우리 K-패스(신용),우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/583/card_img/33530/583card.png,https://card-gorilla.com/card/detail/583,,,,,,,,,,,,,"K-패스 사업 지역 안내
시·도 해당지역
서울특별시(25) 서울특별시 전역
부산광역시(16) 부산광역시 전역
대구광역시(8) 대구광역시 전역
광주광역시(5) 광주광역시 전역
대전광역시(5) 대전광역시 전역
인천광역시(10) 인천광역시 전역
울산광역시(5) 울산광역시 전역
세종특별자치시(1) 세종특별자치시 전역
경기도(31) 경기도 전역
강원도(5) 춘천, 강릉, 원주, 홍천, 양양, 동해, 삼척, 태백, 횡성, 영월
충청북도(4) 청주, 옥천, 제천, 충주, 음성, 진천, 보은 ,영동, 증평, 괴산, 단양
충청남도(15) 충청남도 전역
전라북도(6) 전주, 완주, 익산, 남원, 군산, 정읍
전라남도(9) 무안, 순천, 신안, 목포, 여수, 해남, 광양, 나주, 담양, 장성
경상북도(10) 포항, 경주, 영주, 김천, 영천, 구미, 상주, 칠곡, 경산, 안동
경상남도(18) 경상남도 전역
제주특별자치도(2) 제주특별자치도 전역
- 2024.05.01부터 13개 지자체 추가
- 대상지역 : 17개 시ㆍ도 189개 시ㆍ군ㆍ구(2024.05.01 기준)
- 대상지역 거주자(주민등록 기준)만 신청 가능
- 앱 이용방법 및 마일리지 관련 궁금하신 점은 K-패스 고객센터(031-427-4415)로 문의하시기 바랍니다.
- 자세한 지역은 K-패스 홈페이지(http://korea-pass.kr)에서 확인하시기 바랍니다"
2683,현대카드Z family Edition2,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2683/card_img/32811/2683card.png,https://card-gorilla.com/card/detail/2683,,,,"[주유 10% 청구 할인]
대상점 
- GS칼텍스, SK에너지, 현대오일뱅크, S-OIL

할인 한도
- 전월 이용 금액 50만원 이상 시 월 6천원 할인, 100만원 이상 시 월 1만원 할인
 - 전월 이용 금액 50만원 미만 시 혜택 제외 

유의사항
-  대상 주유소 통합 1일 1회 할인 적용(본인 + 가족 카드 합산)",,,"[온라인 쇼핑몰 10% 청구 할인]
대상점
- 네이버쇼핑, 쿠팡, G마켓, 옥션, 11번가, SSG.COM, 컬리

할인한도
- 전월 이용 금액 50만원 이상 시 월 6천원 할인, 100만원 이상 시 월 1만원 할인
- 전월 이용 금액 50만원 미만 시 혜택 제외

유의사항
- 대상 온라인 쇼핑몰 통합 1일 1회 할인 적용(본인 + 가족 카드 합산)
- 네이버쇼핑의 경우 네이버 도메인(naver.com)으로 확인되는 가맹점에 한해 할인 적용
- 쿠팡의 경우 쿠팡이츠 결제 건은 적립 제외
- 대상 온라인 쇼핑몰의 공식 홈페이지 및 앱 내 결제 건에 한해 할인 적용되며, 상품 선택 시 연결된 다른 사이트 및 앱에서 결제한 경우 혜택 제외","[병원·약국 10% 청구 할인]
대상점 
- 종합병원, 한의원, 약국 등 병원·약국 업종

할인 한도
- 전월 이용 금액 50만원 이상 시 월 6천원 할인, 100만원 이상 시 월 1만원 할인
 - 전월 이용 금액 50만원 미만 시 혜택 제외 

유의사항
· 전월 이용 금액 50만원 미만 시 혜택 제외
· 대상 병원·약국 업종 통합 1일 1회 할인 적용(본인 + 가족 카드 합산)
· 동물병원, 의료기기 및 요양병원 업종 혜택 제외","[학원 10% 청구 할인]
대상점
- 입시학원, 예체능학원, 자동차학원 등 학원 업종

할인 한도
- 전월 이용 금액 50만원 이상 시 월 6천원 할인, 100만원 이상 시 월 1만원 할인
 - 전월 이용 금액 50만원 미만 시 혜택 제외 

유의사항
-  대상 학원 업종 통합 1일 1회 할인 적용(본인 + 가족 카드 합산)",,,,
657,taptap DIGITAL,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/657/card_img/27715/657card.png,https://card-gorilla.com/card/detail/657,"서비스안내
편의점·헬스&뷰티·생활잡화 10% 결제일할인(청구할인)

대상점
업종 할인 대상점
편의점
CU, GS25, 세븐일레븐, 미니스톱, 이마트24
헬스&뷰티
올리브영, 롭스, 랄라블라
생활잡화 다이소

이용조건
- 할인한도 : 통합 월 5,000원
- 전월 이용금액 30만원 이상 시 제공
- 발급월+1개월까지는 전월 이용금액 30만원 미만 시에도 혜택 제공

할인 제외 대상
- 무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 초·중·고등학교 학교납입금, 대학 등록금, 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 부동산 임대료, 기프트/선불카드(포인트, 사이버머니 등 전자지급 수단 포함) 구매 및 충전, 상품권 구매, 문자알림서비스, 스마트오토서비스 이용금액

유의사항
- 오프라인 일반 결제건에 한하며, 임대매장은 제외됩니다.
- 삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한합니다.
- 할인 혜택 및 전월 이용금액 산정은 승인 시점 기준으로 적용됩니다. 다만, 해외 결제건 및 무승인 결제건(예 : 대중교통, 이동통신 등 자동납부 결제건 등)의 경우 매출전표 접수 시점 기준으로 적용됩니다.
- 삼성카드의 다른 결제일할인(청구할인) 혜택과 중복 적용되지 않으며, 할인 혜택이 큰 금액만 적용됩니다.
- 전월 이용금액이란, 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액을 의미하며, 단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않습니다.
- 전월 이용금액 산정 시, 온라인 간편결제 5% 할인/스트리밍 50% 할인/편의점·헬스&뷰티·생활잡화 10% 할인 혜택이 적용된 이용금액, 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 초·중·고등학교 학교납입금, 대학 등록금, 대중교통, 택시, 아파트 관리비, 부동산 임대료, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건은 제외됩니다.
- 삼성카드는 아래 항목을 공과금으로 분류하고 있습니다.
 · 전기요금, 사회보험료(건강보험/국민연금/고용보험/산재보험), 우편요금, 도시가스요금, 여권 발급비용, 상하수도요금, 과태료, 범칙금, 벌금, 국가·공공기관·공공단체(지방자치단체, 공공조합, 영조물, 공재단)에서 개설한 가맹점 이용금액
- 결제 취소건의 경우, 매출취소전표 접수월의 이용금액에서 차감 반영하고 있습니다.
· 포인트가 적립된 결제건이 취소될 경우, 해당 포인트는 보유 포인트에서 자동 차감되며, 포인트 부족 시 카드 결제계좌에서 자동 출금",,,,,,,,,,,,
227,CLUB SK 카드,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/227/card_img/37251/227card.png,https://card-gorilla.com/card/detail/227,,,,"SK 주유소/충전소 주유 청구할인
- SK 주유소에서 주유 시, 리터당 100원/150원 청구할인
- SK 충전소에서 충전 시, 리터당 35원/70원 청구할인

SK주유소 주유 청구할인기준 및 한도
- 전월 이용금액 40만원 이상 ~ 70만원 미만
  * 주유 할인: 리터당 100원
  * 구간별 청구할인금액 한도: 15,000원
  * 월 주유금액 30만원까지 청구할인 적용
- 전월 이용금액 70만원 이상 ~ 100만원 미만
  * 주유 할인: 리터당 150원
  * 구간별 할인금액 한도: 22,000원
  * 월 주유금액 30만원까지 청구할인 적용
- 전월 이용금액 100만원 이상
  * 주유 할인: 리터당 150원
  * 구간별 할인금액 한도: 22,000원
  * 월 주유금액 30만원까지 청구할인 적용

SK충전소 충전 청구할인기준 및 한도
- 전월 이용금액 40만원 이상 ~ 70만원 미만
  * LPG충전 청구할인: 리터당 35원
  * 월 충전금액 20만원까지 청구할인 적용
- 전월 이용금액 70만원 이상 ~ 100만원 미만
  * LPG충전 청구할인: 리터당 70원
  * 월 충전금액 20만원까지 청구할인 적용
- 전월 이용금액 100만원 이상
  * LPG충전 청구할인: 리터당 70원
  * 월 충전금액 20만원까지 청구할인 적용

주유/충전 할인 유의 사항
- 주유/LPG 충전 청구할인 기준가는 한국석유공사에서 공시한 SK에너지 휘발유/LPG 가격 기준이며, 청구할인 대상 리터 측정 시 소수점이하는 절사 (경유, 등유는 휘발유가 기준으로 환산 적용)
- 할인금액 산정방법 = 주유이용금액/기준유가 X 리터당 할인금액
- 주유할인 비용은 당사, SK에너지, SK네트웍스, SK가스가 분담하여 제공
- CLUB SK 카드 이용 시 타멤버십과 중복 할인 불가

서비스 제공 조건
- 지난달 (1일~말일)국내외 일시불/할부 카드 이용금액에 따라 차등 제공(40만원/70만원/100만원)
- 지난달 이용금액 산정 시 SK텔레콤 통신 요금, SK 주유소/충전소 이용금액은 지난달 카드 이용금액에 포함되지 않음
  * 단, 아파트관리비, 국세, 지방세, 중/고/대학등록금 이용금액은 할인 여부 관계없이 지난달 이용금액 산정 시 제외",,"[프리미엄 생활 청구할인] 마트 5~10% 청구할인
- 할인 대상 가맹점: 이마트, 홈플러스, 롯데마트
- 하나은행 결제 계좌 설정 시 10% 청구할인 / 월 할인한도 1만원
- 타은행 결제 계좌 설정 시 5% 청구할인 / 월 할인한도 5천원
  * 각 마트 현장/홈페이지 할인 가능
  * 상품권 구매 및 마트 내 임대매장 제외
  * 이마트 에브리데이, 롯데슈퍼, 홈플러스 익스프레스 매장 제외

서비스 제공 조건
- 지난달(1일~말일) 국내외 일시불/할부 카드 이용금액 100만원 이상 시 제공
- 지난달 말일 기준으로 고객의 하나은행 결제 계좌 여부를 확인하여 할인율 적용
- 지난달 이용금액 산정 시 SK텔레콤 통신 요금, SK 주유소/충전소 이용금액은 지난달 카드 이용금액에 포함되지 않음
  * 단, 아파트관리비, 국세, 지방세, 중/고/대학등록금 이용금액은 할인 여부 관계없이 지난달 이용금액 산정 시 제외",,,"[프리미엄 생활 청구할인] 학원 5~10% 청구할인
- 할인 대상 업종: 학원 업종(외국어/기능/컴퓨터/예.체능계/보습), 유치원, 도서관
  * 대상업종은 하나카드 업종 기준
- 하나은행 결제 계좌 설정 시 10% 청구할인 / 월 할인한도 1만원
- 타은행 결제 계좌 설정 시 5% 청구할인 / 월 할인한도 5천원

서비스 제공 조건
- 지난달(1일~말일) 국내외 일시불/할부 카드 이용금액 100만원 이상 시 제공
- 지난달 말일 기준으로 고객의 하나은행 결제 계좌 여부를 확인하여 할인율 적용
- 지난달 이용금액 산정 시 SK텔레콤 통신 요금, SK 주유소/충전소 이용금액은 지난달 카드 이용금액에 포함되지 않음
  * 단, 아파트관리비, 국세, 지방세, 중/고/대학등록금 이용금액은 할인 여부 관계없이 지난달 이용금액 산정 시 제외","SK텔레콤 이동통신 요금 청구할인
- SK텔레콤 이동통신 요금 자동이체 설정 시, 휴대폰 기종 / 자동이체 방법에 따라 월 2천원~1만5천원까지 청구할인 (월 1회)

SK텔레콤 이동통신 요금 청구할인기준
지난달 일시불/할부 카드 이용금액
40만원 이상
70만원 미만
70만원 이상
100만원 미만
100만원 이상
LTE모바일 5,000원 10,000원 15,000원
LTE
4,000원
7,000원 13,000원
일반 2,000원 3,000원 6,000원
  * LTE 모바일 청구할인 : LTE 휴대폰 이용 고객이 모바일카드로 자동이체 시
  * LTE 청구할인 : LTE 휴대폰 이용 고객이 플라스틱카드로 자동이체 시
  * 일반 청구할인 : 2G/3G 휴대폰을 자동이체 시
  * 자동이체 신청 방법 : 카드 발급 후 SK텔레콤 고객센터를 통해 직접 자동이체 신청(휴대폰 114)

이동통신 요금 청구할인 유의 사항
- 할인금액은 SK텔레콤 청구서에서 차감 청구됨
- 본인 명의의 SK텔레콤 이동통신 요금을 본인 명의 카드로 자동이체 시 서비스 제공(가족카드 불가)
- 최초 카드 사용 등록 및 자동이체 신청 후 다음달 자동이체 승인 요금부터 청구할인 제공(자동이체 신청 이번달 청구할인 불가)
- 통신요금이 할인 금액보다 적을 경우, 해당 통신 요금만큼만 청구할인
- LTE 휴대폰 여부는 SK텔레콤 기준에 따르며, 자세한 내용은 SK텔레콤 고객센터(휴대폰 114) 확인
- LTE 모바일 청구할인은 LTE 휴대폰 기종에 한하여 적용되며, CLUB SK 모바일카드 발급 후 모바일카드로 통신요금 자동이체 시 적용
  * 단, 모바일, 플라스틱 중복 청구할인 불가
  * 모바일카드 발급가능 기종은 하나카드 홈페이지 확인

서비스 제공 조건
- 지난달(1일~말일) 국내외 일시불/할부 카드 이용금액에 따라 월1회 제공(40만원/70만원/100만원)
- 지난달 이용금액 산정 시 SK텔레콤 통신 요금, SK 주유소/충전소 이용금액은 지난달 카드 이용금액에 포함되지 않음
  * 단, 아파트관리비, 국세, 지방세, 중/고/대학등록금 이용금액은 할인 여부 관계없이 지난달 이용금액 산정 시 제외",,,
2711,대한항공카드 300,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2711/card_img/35455/2711card_4.png,https://card-gorilla.com/card/detail/2711,,,,,,,,,,,,,
723,IBK무민카드(신용),IBK기업은행,https://d1c5n4ri2guedi.cloudfront.net/card/723/card_img/22197/723card.png,https://card-gorilla.com/card/detail/723,,"주요 커피전문점 20% 할인
- 스타벅스, 커피빈, 카페베네, 탐앤탐스, 엔제리너스, 투썸플레이스, 할리스, 달.콤
- 통합 1일 1회, 월 2회, 1회 이용금액 2만원 한도
- 백화점 및 할인(아울렛)점 입점 매장은 제외",,"전 주유소 리터당 60원 할인(LPG포함)
- 통합 1일 1회, 월 2회, 회당 주유금액 10만원 한도
- 할인 금액 산정방법 = 주유이용금액 X 리터당할인금액(60원) / 기준유가
* 기준유가 : 정유사 고시 휘발유가 기준(경유, 등유, LPG는 휘발유가로 환산하여 할인 적용)","CGV, 롯데시네마, 메가박스 1만원 할인
- 현장 및 온라인 예매 시
- 통합 월 1회, 연 12회, 건당 1만원 이상 결제 시
- 예매 대행 사이트를 통한 예매 시 할인 제외",,"GS25, CU, 세븐일레븐, 올리브영 10% 할인
- 통합 1일 1회, 월 2회, 1회 이용금액 1만원 한도

이마트, 홈플러스, 롯데마트 5% 할인
- 통합 월 1회, 1회 이용금액 10만원 한도
- 기업형 슈퍼마켓(이마트 에브리데이, 홈플러스 익스프레스, 롯데슈퍼 등) 및 인터넷(PG업체)을 통해 결제되는 경우 할인 미제공",,,,,,"버스, 지하철 이용건당 200원 할인
- 후불교통카드로 이용한 건에 한함
- 매출표 접수일 기준으로 월 최대 2천원 할인
- 환승으로 이용된 건은 이용횟수에서 제외"
16,신한카드 RPM+ Platinum#,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/16/card_img/28929/16card.png,https://card-gorilla.com/card/detail/16,"롯데마트/이마트/홈플러스/토이저러스 1~5% 적립
- 전월 이용금액별 1~5% 마이신한포인트 적립
- 해당 매장 결제시 (온라인 매장/상품권 구매/SSM 제외)
- 온라인매장/상품권 구매/문화센타등 비쇼핑 항목은 적립 제외
- 할인점 자체 포인트카드 중복적립 가능
- 롯데슈퍼, 이마트 에브리데이/메트로, 홈플러스 익스프레스 등 할인점 계열 슈퍼마켓(SSM)은 특별적립 제외

전국 편의점 1~5% 적립
- 전월 이용금액별 1~5% 마이신한포인트 적립
- 신한카드 업종상 편의점 등록 가맹점에 한하여 서비스 제공

유의사항
- 백화점, 대형마트 등에 입점된 매장/임대매장 결제 또는 간편결제를 통해 결제시, 공통가맹점 사용으로 결제내역(가맹점)이 구분되지 않는 경우, 서비스 제공이 제한될 수 있습니다.
- ‘IC CHIP 의무 승인 정책’이 적용되는 신규 개설된 가맹점의 경우, IC CHIP 거래 신용카드 단말기(POS) 인증시스템 개발전까지 서비스 이용이 제한될 수 있습니다.",,,"모든 주유소 리터당 40~150포인트/충전소 리터당 10~50포인트 적립

직전월 일시불/할부 사용금액 별 리터당 적립율
- 50만원 미만 : 40P(10P)/L
- 50만원~100만원 : 80P(20P)/L
- 100만원~200만원 : 100P(30P)/L
- 200만원 이상 : 150P(50P)/L
  * (P=마이신한포인트)

 - 전월 신한카드 RPM+ Platinum#의 일시불/할부 이용금액을 기준으로 당월(1일~말일) 각 사용 건에 대한 적립율이 결정됩니다. 
  * 당월 결제일에 청구되는 금액에 대한 적립률이 아닙니다.
- 주유소/충전소 통합 이용금액 월 30만원까지 서비스 제공됩니다.
- 월기준 : 1일부터 말일까지의 일시불+할부 거래 기준
- 월(1일~말일) 한도 30만원 초과 시 다음 거래건 부터는 일반적립률(0.2~2%)로 적립
- 적립포인트는 SK에너지가 통보한 휘발유/LPG 리터당 고시가 기준이며, 경유와 등유는 휘발유가 기준으로 환산 적립됩니다.
- 각 주유소 별 유가 차이 및 유류에 따라 적립액 차이가 발생할 수 있습니다.
- 휘발유, 경우, 등유, LPG 이용거래만 서비스가 제공됩니다.",,,"특별적립

롯데/현대백화점 1~5% 적립
- 전월 이용금액별 1~5% 마이신한포인트 적립
- 전국 롯데/현대 백화점 全매장
- 온라인매장/상품권 구매/문화센타등 비쇼핑 항목은 적립 제외

11번가 / G마켓 / 옥션 1~5% 적립
- 전월 이용금액별 1~5% 마이신한포인트 적립
- 신한카드 RPM+의 “FAN페이(앱카드) 결제”에 한하여 특별적립(1~5%)
- 온라인몰 운영 간편결제, 항공권 구매, 별도 팝업 사이트 제외

CJ오쇼핑/CJmall 1~5% 적립
- 전월 이용금액별 1~5% 마이신한포인트 적립
- 해당매장 결제 시(온라인 매장 포함)

유의사항
- 백화점, 대형마트 등에 입점된 매장/임대매장 결제 또는 간편결제를 통해 결제시, 공통가맹점 사용으로 결제내역(가맹점)이 구분되지 않는 경우, 서비스 제공이 제한될 수 있습니다.
- ‘IC CHIP 의무 승인 정책’이 적용되는 신규 개설된 가맹점의 경우, IC CHIP 거래 신용카드 단말기(POS) 인증시스템 개발전까지 서비스 이용이 제한될 수 있습니다.",,,,,,
