,id,name,brand,img_url,card_url,convenience,cafe,restaurant,oil,movie,mart,shopping,hospital,edu,tel,car,travel,transportation
10,2604,토심이 첵첵 체크카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2604/card_img/31223/2604card.png,https://card-gorilla.com/card/detail/2604,"CU편의점 2~4천원 환급할인
서비스 구분 건당 할인금액 및 영역별할인한도
1구간
(30만원 이상
60만원 미만)
2구간
(60만원 이상)
첵첵 편의점 할인 건당 할인금액 1천원 2천원
영역별 할인한도 2천원 4천원
- 이용금액 1만원 이상 시 할인 적용
- 실적조건: KB국민 토심이 첵첵 체크카드로 전월 30만원 이상 이용시 제공 (동일계열카드 첵첵, 위글위글 첵첵, 토심이 첵첵 실적 합산)
- 실적유예기간 적용: 최초 카드 사용등록일로부터 다음달 말일까지 1구간 내에서 서비스 제공
- 상품권, 선불카드 구입(충전) 금액은 할인 제외","스타벅스(사이렌오더 포함) 2~4천원 환급할인
서비스 구분 건당 할인금액 및 영역별할인한도
1구간
(30만원 이상
60만원 미만)
2구간
(60만원 이상)
첵첵 커피 할인 건당 할인금액 1천원 2천원
영역별 할인한도 2천원 4천원
- 이용금액 1만원 이상 시 할인 적용
- 실적조건: KB국민 토심이 첵첵 체크카드로 전월 30만원 이상 이용시 제공 (동일계열카드 첵첵, 위글위글 첵첵, 토심이 첵첵 실적 합산)
- 실적유예기간 적용: 최초 카드 사용등록일로부터 다음달 말일까지 1구간 내에서 서비스 제공
- 상품권, 선불카드 구입(충전) 금액은 할인 제외
- 백화점, 대형마트 등 일부 입점 매장 할인 제외
- 스타벅스 사이렌오더 이용금액 할인 제공",,,"CGV 2~4천원 환급할인
서비스 구분 건당 할인금액 및 영역별할인한도
1구간
(30만원 이상
60만원 미만)
2구간
(60만원 이상)
첵첵 영화 할인 건당 할인금액 1천원 2천원
영역별 할인한도 2천원 4천원
- 이용금액 1만원 이상 시 할인 적용
- 실적조건: KB국민 토심이 첵첵 체크카드로 전월 30만원 이상 이용시 제공 (동일계열카드 첵첵, 위글위글 첵첵, 토심이 첵첵 실적 합산)
- 실적유예기간 적용: 최초 카드 사용등록일로부터 다음달 말일까지 1구간 내에서 서비스 제공
- 상품권, 선불카드 구입(충전) 금액은 할인 제외
- 인터넷 예매 시 직영 홈페이지, App 이용분만 할인 제공",,"텐바이텐 2~4천원 환급할인
서비스 구분 건당 할인금액 및 영역별할인한도
1구간
(30만원 이상
60만원 미만)
2구간
(60만원 이상)
첵첵 쇼핑 할인 건당 할인금액 1천원 2천원
영역별 할인한도 2천원 4천원
- 이용금액 1만원 이상 시 할인 적용
- 실적조건: KB국민 토심이 첵첵 체크카드로 전월 30만원 이상 이용시 제공 (동일계열카드 첵첵, 위글위글 첵첵, 토심이 첵첵 실적 합산)
- 실적유예기간 적용: 최초 카드 사용등록일로부터 다음달 말일까지 1구간 내에서 서비스 제공
- 상품권, 선불카드 구입(충전) 금액은 할인 제외
- 직영 홈페이지(www.10x10.co.kr ) 및 직영 매장(대학로점) 이용분만 할인 제공",,,,,,"버스·지하철 2~4천원 청구할인
서비스 구분 건당 할인금액 및 영역별할인한도
1구간
(30만원 이상
60만원 미만)
2구간
(60만원 이상)
첵첵 대중교통 할인 건당 할인금액 1천원 2천원
영역별 할인한도 2천원 4천원
- 이용금액 3만원 이상 시 할인 적용
- 실적조건: KB국민 토심이 첵첵 체크카드로 전월 30만원 이상 이용시 제공 (동일계열카드 첵첵, 위글위글 첵첵, 토심이 첵첵 실적 합산)
- 실적유예기간 적용: 최초 카드 사용등록일로부터 다음달 말일까지 1구간 내에서 서비스 제공
- 이용대금명세서상 기재 된 이용일 기준 제공"
11,584,우리카드 우리 K-패스 (COOKIE CHECK),우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/584/card_img/33529/584card.png,https://card-gorilla.com/card/detail/584,,,,,,,,,,,,,"K-패스 사업 지역 안내
시·도 해당지역
서울특별시(25) 서울특별시 전역
부산광역시(16) 부산광역시 전역
대구광역시(8) 대구광역시 전역
광주광역시(5) 광주광역시 전역
대전광역시(5) 대전광역시 전역
인천광역시(10) 인천광역시 전역
울산광역시(5) 울산광역시 전역
세종특별자치시(1) 세종특별자치시 전역
경기도(31) 경기도 전역
강원도(5) 춘천, 강릉, 원주, 홍천, 양양, 동해, 삼척, 태백, 횡성, 영월
충청북도(4) 청주, 옥천, 제천, 충주, 음성, 진천, 보은 ,영동, 증평, 괴산, 단양
충청남도(15)/td> 충청남도 전역
전라북도(6) 전주, 완주, 익산, 남원, 군산, 정읍
전라남도(9) 무안, 순천, 신안, 목포, 여수, 해남, 광양, 나주, 담양, 장성
경상북도(10) 포항, 경주, 영주, 김천, 영천, 구미, 상주, 칠곡, 경산, 안동
경상남도(18) 경상남도 전역
제주특별자치도(2) 제주특별자치도 전역
- 2024.05.01부터 2개 지자체 추가
- 대상지역 : 17개 시ㆍ도 189개 시ㆍ군ㆍ구(2024.05.01 기준)
- 대상지역 거주자(주민등록 기준)만 신청 가능
- 앱 이용방법 및 마일리지 관련 궁금하신 점은 K-패스 고객센터(031-427-4415)로 문의하시기 바랍니다.
- 자세한 지역은 K-패스 홈페이지(http://korea-pass.kr)에서 확인하시기 바랍니다"
12,2310,PAYCO 포인트 카드,엔에이치엔페이코,https://d1c5n4ri2guedi.cloudfront.net/card/2310/card_img/37661/2310card.png,https://card-gorilla.com/card/detail/2310,,,,,,,,,,,,,
13,2423,노리2 체크카드(Global),KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2423/card_img/27142/2423card.png,https://card-gorilla.com/card/detail/2423,"[일상] GS25, CU 5% 할인
구분 할인율 확인 사항
GS25, CU 5%
- 전월 이용실적 20만원 이상 시 제공
- 건당 이용조건 없음
- 월 할인한도 : 2천원 (월 4만원 이용금액까지 할인)
- 할인제외: 상품권/선불카드(선불전자지급수단 포함) 구입 및 충전 금액
- 본인회원 기준으로 월간 통합할인한도 내에서 혜택이 제공됩니다.","[일상] 스타벅스, 커피빈 10% 할인
구분 할인율 확인 사항
스타벅스, 커피빈 10%
- 전월 이용실적 조건 없음
- 건당 이용조건 없음
- 월 할인한도 : 3천원 (월 3만원 이용금액까지 할인)
- 스타벅스는 사이렌오더 결제 포함
- 할인제외 : 상품권/선불카드(선불전자지급수단 포함) 구입 및 충전, 백화점, 대형마트, 철도·역사, 호텔 등에 입점한 가맹점 등
- 본인회원 기준으로 월간 통합할인한도 내에서 혜택이 제공됩니다.",,,"[일상] CGV 4,000원 할인
구분 할인금액 확인 사항
CGV 4,000원
- 전월 이용실적 20만원 이상 시 제공
- 건당 1만원 이상 이용 시 제공
- 현장 결제, 공식 홈페이지 및 모바일(앱) 결제 시 제공
- 할인 제외: 상품권 구매 및 매점 이용금액
- 월 할인횟수: 2회 (월 할인한도 8천원 이내 제공)
- 본인회원 기준으로 월간 통합할인한도 내에서 혜택이 제공됩니다.",,,,,"[일상] SKT, KT, LG U+, Liiv M 2,500원 할인
구분 할인금액 확인 사항
SKT, KT, LG U+, Liiv M 2,500원
- 전월 이용실적 20만원 이상 시 제공
- 통신요금 5만원 이상 이용 시 제공
- 이동통신요금 자동이체 납부금액 기준 제공
- 월 할인횟수: 1회 (월 할인한도 2천5백원 이내 제공)
- 본인회원 기준으로 월간 통합할인한도 내에서 혜택이 제공됩니다.",,,
14,2667,신한카드 SOL트래블 체크,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2667/card_img/32473/2660card.png,https://card-gorilla.com/card/detail/2667,,,,,,,,,,,,,
15,281,신한카드 Deep Dream 체크,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/281/card_img/20503/281card.png,https://card-gorilla.com/card/detail/281,,,,"주말(토,일) 전 주유소 리터당 40원 적립
- 전월(1일~말일) 20만원 이상 이용 시 제공 되며, 주말 주유소(업종)에서 당월 총 이용한 주유금액 20만원까지 리터당 40원 마이신한포인트 적립됩니다.
- 모두드림 서비스와 중복 적립 불가합니다.
- SK에너지가 통보한 휘발유 리터당 고시유가 기준으로 적립됩니다.
- 경유와 등유는 휘발유가 기준으로 환산 적립됩니다.(LPG 충전거래 제외)
- 신규 발급 회원의 경우 카드사용 등록월의 익월 말(등록월+1개월)까지 전월 이용조건 충족여부와 관계없이 주유 적립 서비스가 적용됩니다.",,,,,,,,,
16,2570,카드의정석 오하CHECK,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/2570/card_img/29938/762card.png,https://card-gorilla.com/card/detail/2570,,"[오늘 하루 EAT] 커피 5% 캐시백
- 스타벅스 사이렌오더
- 매출 건당 최대 1천원까지 캐시백 제공
- 스타벅스 공식 앱을 통한 사이렌오더 결제 건에 한하며, 스타벅스카드(e-gift카드 포함) 구매 및 충전, 백화점/대형할인점 내 매장이나 미군부대 등 임대매장 결제 건은 서비스 적용 제외
- 네이버페이, 우리페이로 승인된 매출은 캐시백 제외",,,,,"[오늘 하루 SHOPPING] 온라인 쇼핑  5% 캐시백
- 쿠팡, 무신사, 지그재그
- 매출 건당 최대 1천원까지 캐시백 제공
- 쿠팡 : 일반결제 및 쿠페이 결제 시 캐시백 제공(쿠팡로켓와우 및 기타 간편결제 건 캐시백 제외)
- 무신사, 지그재그 : 공식 앱 및 홈페이지를 통한 결제 건에 한하며, 네이버페이,우리페이로 승인된 매출은 캐시백 제외",,,"[오늘 하루 LIFE] 이동통신 5% 캐시백
- SKT, KT, LG U+, LG헬로모바일, KTM모바일, U+알뜰모바일
- 매출 건당 최대 1천원까지 캐시백 제공
- 휴대전화 요금을 본 카드로 대상 통신사에 자동납부 신청 후 결제한 건에 대해서 캐시백 제공(인터넷/집전화 등 결합상품은 캐시백 제외)",,,"[오늘 하루 LIFE] 대중교통(버스/지하철) 5% 캐시백
- 대상 : 시내버스, 지하철 후불교통 이용금액
- 매출 건당 최대 1천원까지 캐시백 제공
- 고속버스, 시외버스, 공항버스, 공항철도(직통열차)는 대상 제외
- 모바일 간편결제(삼성페이 등)를 통해 교통카드(티머니/캐시비)에 본 카드 등록하여 후불 이용시에도 제공"
17,435,카카오뱅크 프렌즈 체크카드,카카오뱅크,https://d1c5n4ri2guedi.cloudfront.net/card/435/card_img/20935/435card.png,https://card-gorilla.com/card/detail/435,,,,,,,,,,,,,
18,2758,춘식이달달체크카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/2758/card_img/37140/2758card_1.png,https://card-gorilla.com/card/detail/2758,,,,,,,,,,,,,
19,2379,신한카드 On 체크(잔망루피),신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2379/card_img/25379/2379card.png,https://card-gorilla.com/card/detail/2379,,,,,,,,,,,,,
20,2268,네이버페이 신한카드 체크 S2,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2268/card_img/20698/2268card.png,https://card-gorilla.com/card/detail/2268,,,,,,,,,,,,,
21,2425,MY 체크카드,케이뱅크,https://d1c5n4ri2guedi.cloudfront.net/card/2425/card_img/27182/2425card.png,https://card-gorilla.com/card/detail/2425,,,,,,,,,,,,,"대중교통 혜택 추가 3천원 캐시백
- MY체크카드로 대중교통 5만원 이상 이용 시, 매월 3천원을 추가로 드리는 혜택입니다.(전월실적 30만원 이상)
- MY체크카드로 대중교통을 이용한 고객을 대상으로, 전월실적 30만원 이상 (대중교통 이용금액 미포함) & 전월 대중교통 이용금액 5만원 이상일 경우 제공됩니다.
- 전월 대중교통 이용금액은, 전월 2일부터 당월 1일가지 후불교통카드 기능이 있는 MY체크카드로 버스, 지하철 등 대중교통을 이용한 금액을 기준으로 합니다.
- 전월실적 30만원 산정 시, 대학등록금, 철도승차권, 아파트관리비, 상품권 및 기프트카드 결제금액, 각종 수수료, 이자, 제세공과금, 사회보험료, 해외 및 교통카드 이용금액, 임대료는 제외됩니다.
- MY체크카드 이용 중, MY체크카드(알뜰교통 플러스)로 교체발급시 전월실적은 합산하여 산정되며, 3천원 캐시백 혜택 지급은 MY체크카드(알뜰교통 플러스)에 연결된 계좌로 변경될 수 있습니다.
- 해당 캐시백 혜택은 후불교통요금 출금일인 매월 15일에 지급됩니다.
- 해당 혜택은 케이뱅크 사정에 따라서 사전 예고없이 이벤트 내용이 변경되거나 종료될 수 있습니다."
22,2601,더나은 체크카드,MG새마을금고,https://d1c5n4ri2guedi.cloudfront.net/card/2601/card_img/31113/2601card.png,https://card-gorilla.com/card/detail/2601,,"스타벅스, 투썸플레이스, 커피빈, 메가커피, 빽다방, 컴포즈커피 결제 시 이용금액의 20% 할인 캐시백
- 이용금액 건당 5천원 이상 시 적용
- 전월 이용실적 30만원 이상 시 제공
- 월 최대 6천원 제공
- 커피전문점 할인캐시백은 대상가맹점 통합하여 월 최대 6천원까지 제공
- 백화점·할인점·아울렛·쇼핑몰·공항·호텔 등 입점매장의 경우 할인캐시백이 적용되지 않음
- 현장결제와 오더결제(스타벅스 사이렌오더, 투썸플레이스 투썸오더, 커피빈 퍼플오더) 모두 할인캐시백 적용",,,,,"쿠팡, 무신사, 지그재그, W컨셉, 에이블리 결제 시 이용금액의 20% 할인 캐시백
- 이용금액 건당 1만원 이상 시 적용
- 전월 이용실적 30만원 이상 시 제공
- 월 최대 6천원 제공
- 온라인쇼핑 할인캐시백은 대상가맹점 통합하여 월 최대 6천원까지 제공
- 온라인쇼핑 할인캐시백은 온라인에서 결제한 금액에 한해서만 적용됩니다. (오프라인 현장결제 적용 불가)",,,,,,
23,2552,카드의정석 EVERY CHECK,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/2552/card_img/29589/2552card.png,https://card-gorilla.com/card/detail/2552,,,,,,,,,,,,,
